Sport-Indices,Distance,Similarity,Sport_X,Sport_Y
"('Lacrosse', 'Ski Jumping')",1.5427904453998533,0.3932687421447151,Lacrosse,Ski Jumping
"('Lacrosse', 'Badminton')",1.0012777948849962,0.4996807552434095,Lacrosse,Badminton
"('Lacrosse', 'Skiing: Nordic')",1.3252356536139909,0.43006393715224217,Lacrosse,Skiing: Nordic
"('Lacrosse', 'Auto Racing')",1.656186273653847,0.3764796203936409,Lacrosse,Auto Racing
"('Lacrosse', 'Track and Field: High Jump')",1.5686179493120642,0.3893144172210676,Lacrosse,Track and Field: High Jump
"('Lacrosse', 'Track and Field: Long, Triple jumps')",1.4480054145472356,0.40849582850491867,Lacrosse,"Track and Field: Long, Triple jumps"
"('Lacrosse', 'Diving')",1.916928364294107,0.34282638279394245,Lacrosse,Diving
"('Lacrosse', 'Swimming (all strokes): Distance')",1.5927414781140523,0.38569213646683936,Lacrosse,Swimming (all strokes): Distance
"('Lacrosse', 'Skateboarding')",1.372521866093604,0.42149242723166824,Lacrosse,Skateboarding
"('Lacrosse', 'Track and Field: Sprints')",1.7785352118183664,0.3599018633078854,Lacrosse,Track and Field: Sprints
"('Lacrosse', 'Rowing')",1.7008279683461576,0.37025682928348325,Lacrosse,Rowing
"('Lacrosse', 'Rodeo: Calf Roping')",1.2275252406612909,0.4489286952829893,Lacrosse,Rodeo: Calf Roping
"('Lacrosse', 'Track and Field: Distance')",1.5882973201464756,0.3863543775347295,Lacrosse,Track and Field: Distance
"('Lacrosse', 'Rodeo: Bull/Bareback/Bronc Riding')",1.8860635259811338,0.346492719580746,Lacrosse,Rodeo: Bull/Bareback/Bronc Riding
"('Lacrosse', 'Track and Field: Middle Distance')",1.4603939009741524,0.4064389850763597,Lacrosse,Track and Field: Middle Distance
"('Lacrosse', 'Weight-Lifting')",2.160064562787076,0.3164492307454731,Lacrosse,Weight-Lifting
"('Lacrosse', 'Swimming (all strokes): Sprints')",1.6468948832592547,0.37780117613459957,Lacrosse,Swimming (all strokes): Sprints
"('Lacrosse', 'Water Skiing')",1.4692527959670145,0.40498081105072825,Lacrosse,Water Skiing
"('Lacrosse', 'Table Tennis')",1.3091943605483574,0.4330514646513051,Lacrosse,Table Tennis
"('Lacrosse', 'Track and Field: Weights')",1.8987059114982645,0.34498152987279984,Lacrosse,Track and Field: Weights
"('Lacrosse', 'Canoe/Kayak')",1.5035729434877017,0.39942914489517944,Lacrosse,Canoe/Kayak
"('Lacrosse', 'Horse Racing')",1.6030849237862623,0.38415957576423243,Lacrosse,Horse Racing
"('Lacrosse', 'Golf')",1.6037082335311603,0.3840676106184892,Lacrosse,Golf
"('Lacrosse', 'Cheerleading')",2.0078052278675944,0.3324683362921599,Lacrosse,Cheerleading
"('Lacrosse', 'Roller Skating')",1.7197380712325554,0.3676824656672953,Lacrosse,Roller Skating
"('Lacrosse', 'Equestrian')",1.9166795203871159,0.3428556318958468,Lacrosse,Equestrian
"('Lacrosse', 'Archery')",2.0034885406740823,0.33294616791698056,Lacrosse,Archery
"('Lacrosse', 'Curling')",1.9305211555873456,0.3412362330479667,Lacrosse,Curling
"('Lacrosse', 'Bowling')",2.1016475334650284,0.3224092967400595,Lacrosse,Bowling
"('Lacrosse', 'Shooting')",2.193112806142824,0.31317402820101664,Lacrosse,Shooting
"('Lacrosse', 'Billiards')",2.324226623718995,0.30082184916780585,Lacrosse,Billiards
"('Lacrosse', 'Fishing')",2.675007036445004,0.27210832253734785,Lacrosse,Fishing
"('Rodeo: Steer Wrestling', 'Boxing')",1.1356355496667445,0.46824468723422635,Rodeo: Steer Wrestling,Boxing
"('Rodeo: Steer Wrestling', 'Ice Hockey')",1.4723508845162805,0.4044733319460242,Rodeo: Steer Wrestling,Ice Hockey
"('Rodeo: Steer Wrestling', 'Football')",1.134168682210017,0.4685665235066892,Rodeo: Steer Wrestling,Football
"('Rodeo: Steer Wrestling', 'Basketball')",1.5689868005271963,0.3892585200495325,Rodeo: Steer Wrestling,Basketball
"('Rodeo: Steer Wrestling', 'Wrestling')",1.0877451804197276,0.47898565848872254,Rodeo: Steer Wrestling,Wrestling
"('Rodeo: Steer Wrestling', 'Martial Arts')",1.0301919685301542,0.49256425771598017,Rodeo: Steer Wrestling,Martial Arts
"('Rodeo: Steer Wrestling', 'Tennis')",1.6004325819590701,0.3845514038462927,Rodeo: Steer Wrestling,Tennis
"('Rodeo: Steer Wrestling', 'Gymnastics')",0.9415331919278498,0.5150568654492318,Rodeo: Steer Wrestling,Gymnastics
"('Rodeo: Steer Wrestling', 'Baseball/Softball')",1.2587768886822341,0.44271747466984135,Rodeo: Steer Wrestling,Baseball/Softball
"('Rodeo: Steer Wrestling', 'Soccer')",1.6991220541851497,0.3704908410679096,Rodeo: Steer Wrestling,Soccer
"('Rodeo: Steer Wrestling', 'Skiing: Alpine')",0.8959641399120998,0.5274361360264765,Rodeo: Steer Wrestling,Skiing: Alpine
"('Rodeo: Steer Wrestling', 'Water Polo')",1.0709059722360847,0.482880446242684,Rodeo: Steer Wrestling,Water Polo
"('Rodeo: Steer Wrestling', 'Rugby')",0.8483277036592382,0.5410296009848491,Rodeo: Steer Wrestling,Rugby
"('Rodeo: Steer Wrestling', 'Lacrosse')",1.3528085525500875,0.42502395654595515,Rodeo: Steer Wrestling,Lacrosse
"('Rodeo: Steer Wrestling', 'Track and Field: Pole Vault')",0.7247278168862927,0.57980163026844,Rodeo: Steer Wrestling,Track and Field: Pole Vault
"('Rodeo: Steer Wrestling', 'Field Hockey')",1.33127543509205,0.4289497435383542,Rodeo: Steer Wrestling,Field Hockey
"('Rodeo: Steer Wrestling', 'Speed Skating')",1.2829446558208346,0.4380307676098478,Rodeo: Steer Wrestling,Speed Skating
"('Rodeo: Steer Wrestling', 'Figure Skating')",1.1801756079244847,0.4586786478874491,Rodeo: Steer Wrestling,Figure Skating
"('Rodeo: Steer Wrestling', 'Cycling: Distance')",1.2189889128185658,0.4506556991895003,Rodeo: Steer Wrestling,Cycling: Distance
"('Rodeo: Steer Wrestling', 'Volleyball')",1.2720780743691993,0.44012572071390266,Rodeo: Steer Wrestling,Volleyball
"('Rodeo: Steer Wrestling', 'Racquetball/Squash')",1.7546207323147953,0.3630263826409482,Rodeo: Steer Wrestling,Racquetball/Squash
"('Rodeo: Steer Wrestling', 'Surfing')",0.8872722449287678,0.52986526066235,Rodeo: Steer Wrestling,Surfing
"('Rodeo: Steer Wrestling', 'Fencing')",1.4183630227556283,0.41350284907207185,Rodeo: Steer Wrestling,Fencing
"('Rodeo: Steer Wrestling', 'Skiing: Freestyle')",0.8795819644849188,0.5320331961548909,Rodeo: Steer Wrestling,Skiing: Freestyle
"('Rodeo: Steer Wrestling', 'Team Handball')",1.4205277901181361,0.4131330382086603,Rodeo: Steer Wrestling,Team Handball
"('Rodeo: Steer Wrestling', 'Cycling: Sprints')",1.00272141189686,0.4993205715281482,Rodeo: Steer Wrestling,Cycling: Sprints
"('Rodeo: Steer Wrestling', 'Bobsledding/Luge')",0.916255975802222,0.5218509492612853,Rodeo: Steer Wrestling,Bobsledding/Luge
"('Rodeo: Steer Wrestling', 'Ski Jumping')",0.7726389334137128,0.5641306761068482,Rodeo: Steer Wrestling,Ski Jumping
"('Rodeo: Steer Wrestling', 'Badminton')",1.8342322324775049,0.35282923838808505,Rodeo: Steer Wrestling,Badminton
"('Rodeo: Steer Wrestling', 'Skiing: Nordic')",1.3945889794991269,0.41760820272762167,Rodeo: Steer Wrestling,Skiing: Nordic
"('Rodeo: Steer Wrestling', 'Auto Racing')",1.8100772366136828,0.35586210477440894,Rodeo: Steer Wrestling,Auto Racing
"('Rodeo: Steer Wrestling', 'Track and Field: High Jump')",1.1523499147995604,0.46460846961918173,Rodeo: Steer Wrestling,Track and Field: High Jump
"('Rodeo: Steer Wrestling', 'Track and Field: Long, Triple jumps')",1.211865273028366,0.452107102631461,Rodeo: Steer Wrestling,"Track and Field: Long, Triple jumps"
"('Rodeo: Steer Wrestling', 'Diving')",1.0928272928621803,0.4778225147438639,Rodeo: Steer Wrestling,Diving
"('Rodeo: Steer Wrestling', 'Swimming (all strokes): Distance')",1.5355103070865808,0.394397923449598,Rodeo: Steer Wrestling,Swimming (all strokes): Distance
"('Rodeo: Steer Wrestling', 'Skateboarding')",1.0183586599039414,0.4954520818651688,Rodeo: Steer Wrestling,Skateboarding
"('Rodeo: Steer Wrestling', 'Track and Field: Sprints')",1.5782354952408009,0.3878621645873363,Rodeo: Steer Wrestling,Track and Field: Sprints
"('Rodeo: Steer Wrestling', 'Rowing')",1.4365630642846772,0.41041416684758725,Rodeo: Steer Wrestling,Rowing
"('Rodeo: Steer Wrestling', 'Rodeo: Calf Roping')",0.9970205530029435,0.5007459730428353,Rodeo: Steer Wrestling,Rodeo: Calf Roping
"('Rodeo: Steer Wrestling', 'Track and Field: Distance')",1.7075183652166552,0.3693419083862724,Rodeo: Steer Wrestling,Track and Field: Distance
"('Rodeo: Steer Wrestling', 'Rodeo: Bull/Bareback/Bronc Riding')",0.9484980624048899,0.5132158041593187,Rodeo: Steer Wrestling,Rodeo: Bull/Bareback/Bronc Riding
"('Rodeo: Steer Wrestling', 'Track and Field: Middle Distance')",1.4629121907702174,0.40602340747165394,Rodeo: Steer Wrestling,Track and Field: Middle Distance
"('Rodeo: Steer Wrestling', 'Weight-Lifting')",1.2583350849419956,0.4428040845965446,Rodeo: Steer Wrestling,Weight-Lifting
"('Rodeo: Steer Wrestling', 'Swimming (all strokes): Sprints')",1.4277171495642864,0.4119096000040509,Rodeo: Steer Wrestling,Swimming (all strokes): Sprints
"('Rodeo: Steer Wrestling', 'Water Skiing')",0.9078617903134312,0.5241469822799459,Rodeo: Steer Wrestling,Water Skiing
"('Rodeo: Steer Wrestling', 'Table Tennis')",1.905694713608706,0.34415177730700325,Rodeo: Steer Wrestling,Table Tennis
"('Rodeo: Steer Wrestling', 'Track and Field: Weights')",1.2608806004554973,0.4423055334273429,Rodeo: Steer Wrestling,Track and Field: Weights
"('Rodeo: Steer Wrestling', 'Canoe/Kayak')",1.2952541639405812,0.4356815971452858,Rodeo: Steer Wrestling,Canoe/Kayak
"('Rodeo: Steer Wrestling', 'Horse Racing')",1.4198998548862172,0.4132402413185895,Rodeo: Steer Wrestling,Horse Racing
"('Rodeo: Steer Wrestling', 'Golf')",1.6523667882626412,0.3770217620071401,Rodeo: Steer Wrestling,Golf
"('Rodeo: Steer Wrestling', 'Cheerleading')",1.5719859652222994,0.3888046099480053,Rodeo: Steer Wrestling,Cheerleading
"('Rodeo: Steer Wrestling', 'Roller Skating')",1.5333469717604309,0.39473471701552854,Rodeo: Steer Wrestling,Roller Skating
"('Rodeo: Steer Wrestling', 'Equestrian')",1.6998525989641173,0.3703905910951143,Rodeo: Steer Wrestling,Equestrian
"('Rodeo: Steer Wrestling', 'Archery')",1.7573075557127618,0.3626726361838517,Rodeo: Steer Wrestling,Archery
"('Rodeo: Steer Wrestling', 'Curling')",2.017356881323309,0.3314158846074033,Rodeo: Steer Wrestling,Curling
"('Rodeo: Steer Wrestling', 'Bowling')",1.9775980676520502,0.33584116367610967,Rodeo: Steer Wrestling,Bowling
"('Rodeo: Steer Wrestling', 'Shooting')",2.12997592962582,0.3194912748480936,Rodeo: Steer Wrestling,Shooting
"('Rodeo: Steer Wrestling', 'Billiards')",2.3922477550922863,0.2947897890119747,Rodeo: Steer Wrestling,Billiards
"('Rodeo: Steer Wrestling', 'Fishing')",2.467574226640894,0.28838604010755936,Rodeo: Steer Wrestling,Fishing
"('Track and Field: Pole Vault', 'Boxing')",1.4626124813614314,0.40607282208167794,Track and Field: Pole Vault,Boxing
"('Track and Field: Pole Vault', 'Ice Hockey')",1.5914229874883183,0.385888372846931,Track and Field: Pole Vault,Ice Hockey
"('Track and Field: Pole Vault', 'Football')",1.377314362311823,0.42064272855675194,Track and Field: Pole Vault,Football
"('Track and Field: Pole Vault', 'Basketball')",1.5894858034954795,0.3861770543982616,Track and Field: Pole Vault,Basketball
"('Track and Field: Pole Vault', 'Wrestling')",1.1092274921974858,0.47410722821470336,Track and Field: Pole Vault,Wrestling
"('Track and Field: Pole Vault', 'Martial Arts')",0.9710495158979114,0.5073439261339155,Track and Field: Pole Vault,Martial Arts
"('Track and Field: Pole Vault', 'Tennis')",1.4563229634094061,0.40711258857100285,Track and Field: Pole Vault,Tennis
"('Track and Field: Pole Vault', 'Gymnastics')",0.8434859994184319,0.5424505530909766,Track and Field: Pole Vault,Gymnastics
"('Track and Field: Pole Vault', 'Baseball/Softball')",1.2034966748855476,0.4538241475004455,Track and Field: Pole Vault,Baseball/Softball
"('Track and Field: Pole Vault', 'Soccer')",1.645743099828704,0.3779656460465659,Track and Field: Pole Vault,Soccer
"('Track and Field: Pole Vault', 'Skiing: Alpine')",0.8624337210916821,0.536931858930175,Track and Field: Pole Vault,Skiing: Alpine
"('Track and Field: Pole Vault', 'Water Polo')",1.1342480172953318,0.46854910577228503,Track and Field: Pole Vault,Water Polo
"('Track and Field: Pole Vault', 'Rugby')",1.1293141162383058,0.4696347957184553,Track and Field: Pole Vault,Rugby
"('Track and Field: Pole Vault', 'Lacrosse')",1.3135724876794903,0.4322319725555686,Track and Field: Pole Vault,Lacrosse
"('Track and Field: Pole Vault', 'Rodeo: Steer Wrestling')",0.7247278168862927,0.57980163026844,Track and Field: Pole Vault,Rodeo: Steer Wrestling
"('Track and Field: Pole Vault', 'Field Hockey')",1.2486064169383988,0.44471989071415835,Track and Field: Pole Vault,Field Hockey
"('Track and Field: Pole Vault', 'Speed Skating')",1.12214136236784,0.4712221427531206,Track and Field: Pole Vault,Speed Skating
"('Track and Field: Pole Vault', 'Figure Skating')",0.8604838740228308,0.5374945808252292,Track and Field: Pole Vault,Figure Skating
"('Track and Field: Pole Vault', 'Cycling: Distance')",1.4890281875089681,0.40176322832277966,Track and Field: Pole Vault,Cycling: Distance
"('Track and Field: Pole Vault', 'Volleyball')",1.1214012520582903,0.4713865418103952,Track and Field: Pole Vault,Volleyball
"('Track and Field: Pole Vault', 'Racquetball/Squash')",1.4910709533545106,0.4014337683370223,Track and Field: Pole Vault,Racquetball/Squash
"('Track and Field: Pole Vault', 'Surfing')",0.9229840555519155,0.520025112591477,Track and Field: Pole Vault,Surfing
"('Track and Field: Pole Vault', 'Fencing')",1.266984790496747,0.44111456071166566,Track and Field: Pole Vault,Fencing
"('Track and Field: Pole Vault', 'Skiing: Freestyle')",0.6457368540348973,0.6076305562145449,Track and Field: Pole Vault,Skiing: Freestyle
"('Track and Field: Pole Vault', 'Team Handball')",1.2321829585179436,0.4479919516382068,Track and Field: Pole Vault,Team Handball
"('Track and Field: Pole Vault', 'Cycling: Sprints')",0.9069023207984307,0.5244107100259306,Track and Field: Pole Vault,Cycling: Sprints
"('Track and Field: Pole Vault', 'Bobsledding/Luge')",0.7822167501709965,0.5610989796297527,Track and Field: Pole Vault,Bobsledding/Luge
"('Track and Field: Pole Vault', 'Ski Jumping')",0.7948312513670661,0.5571554424619761,Track and Field: Pole Vault,Ski Jumping
"('Track and Field: Pole Vault', 'Badminton')",1.5394018975228485,0.3937935153059018,Track and Field: Pole Vault,Badminton
"('Track and Field: Pole Vault', 'Skiing: Nordic')",1.399971989697869,0.4166715296230975,Track and Field: Pole Vault,Skiing: Nordic
"('Track and Field: Pole Vault', 'Auto Racing')",2.022819068640542,0.3308170212283767,Track and Field: Pole Vault,Auto Racing
"('Track and Field: Pole Vault', 'Track and Field: High Jump')",0.6801010363496978,0.5952022993644884,Track and Field: Pole Vault,Track and Field: High Jump
"('Track and Field: Pole Vault', 'Track and Field: Long, Triple jumps')",0.7754172837521397,0.5632478680654811,Track and Field: Pole Vault,"Track and Field: Long, Triple jumps"
"('Track and Field: Pole Vault', 'Diving')",1.014382564285106,0.49643003157887977,Track and Field: Pole Vault,Diving
"('Track and Field: Pole Vault', 'Swimming (all strokes): Distance')",1.422639103424126,0.4127729956090502,Track and Field: Pole Vault,Swimming (all strokes): Distance
"('Track and Field: Pole Vault', 'Skateboarding')",0.9552641430686556,0.5114398499788203,Track and Field: Pole Vault,Skateboarding
"('Track and Field: Pole Vault', 'Track and Field: Sprints')",1.2033752846377594,0.4538491499710194,Track and Field: Pole Vault,Track and Field: Sprints
"('Track and Field: Pole Vault', 'Rowing')",1.4406261324510756,0.4097309238411368,Track and Field: Pole Vault,Rowing
"('Track and Field: Pole Vault', 'Rodeo: Calf Roping')",0.8193518247753969,0.549646300612281,Track and Field: Pole Vault,Rodeo: Calf Roping
"('Track and Field: Pole Vault', 'Track and Field: Distance')",1.6871732105413206,0.372138273810252,Track and Field: Pole Vault,Track and Field: Distance
"('Track and Field: Pole Vault', 'Rodeo: Bull/Bareback/Bronc Riding')",1.3305212135150501,0.4290885636229555,Track and Field: Pole Vault,Rodeo: Bull/Bareback/Bronc Riding
"('Track and Field: Pole Vault', 'Track and Field: Middle Distance')",1.2421178782320919,0.4460068802397219,Track and Field: Pole Vault,Track and Field: Middle Distance
"('Track and Field: Pole Vault', 'Weight-Lifting')",1.39101450541605,0.41823251081699075,Track and Field: Pole Vault,Weight-Lifting
"('Track and Field: Pole Vault', 'Swimming (all strokes): Sprints')",1.044783383724655,0.48904935748179834,Track and Field: Pole Vault,Swimming (all strokes): Sprints
"('Track and Field: Pole Vault', 'Water Skiing')",0.9189461784338926,0.521119357717541,Track and Field: Pole Vault,Water Skiing
"('Track and Field: Pole Vault', 'Table Tennis')",1.6641846721178781,0.3753493556454762,Track and Field: Pole Vault,Table Tennis
"('Track and Field: Pole Vault', 'Track and Field: Weights')",1.2469864302511555,0.4450405158380176,Track and Field: Pole Vault,Track and Field: Weights
"('Track and Field: Pole Vault', 'Canoe/Kayak')",1.2518659180586698,0.4440761734437984,Track and Field: Pole Vault,Canoe/Kayak
"('Track and Field: Pole Vault', 'Horse Racing')",1.5822178839975496,0.3872639896877691,Track and Field: Pole Vault,Horse Racing
"('Track and Field: Pole Vault', 'Golf')",1.6010500323463859,0.3844601170927528,Track and Field: Pole Vault,Golf
"('Track and Field: Pole Vault', 'Cheerleading')",1.3540645015607007,0.42479719622678935,Track and Field: Pole Vault,Cheerleading
"('Track and Field: Pole Vault', 'Roller Skating')",1.352071568116418,0.42515713108203523,Track and Field: Pole Vault,Roller Skating
"('Track and Field: Pole Vault', 'Equestrian')",1.7198989729298662,0.3676607145899994,Track and Field: Pole Vault,Equestrian
"('Track and Field: Pole Vault', 'Archery')",1.6904349207740892,0.3716871173052872,Track and Field: Pole Vault,Archery
"('Track and Field: Pole Vault', 'Curling')",1.910565344797288,0.3435758629461889,Track and Field: Pole Vault,Curling
"('Track and Field: Pole Vault', 'Bowling')",1.8736565651312744,0.3479886957035584,Track and Field: Pole Vault,Bowling
"('Track and Field: Pole Vault', 'Shooting')",2.0747147781647532,0.3252334190805443,Track and Field: Pole Vault,Shooting
"('Track and Field: Pole Vault', 'Billiards')",2.283170588775916,0.30458362517582005,Track and Field: Pole Vault,Billiards
"('Track and Field: Pole Vault', 'Fishing')",2.371165708457311,0.2966332973461613,Track and Field: Pole Vault,Fishing
"('Field Hockey', 'Boxing')",1.3808144089950438,0.4200243396637145,Field Hockey,Boxing
"('Field Hockey', 'Ice Hockey')",1.0806396155178153,0.480621436091962,Field Hockey,Ice Hockey
"('Field Hockey', 'Football')",1.2624142925481223,0.44200569422398556,Field Hockey,Football
"('Field Hockey', 'Basketball')",0.8673494491416419,0.5355184057593861,Field Hockey,Basketball
"('Field Hockey', 'Wrestling')",1.0582449365451085,0.4858508247704289,Field Hockey,Wrestling
"('Field Hockey', 'Martial Arts')",0.8354051890664459,0.5448388213986889,Field Hockey,Martial Arts
"('Field Hockey', 'Tennis')",0.6520031124658153,0.6053257360437889,Field Hockey,Tennis
"('Field Hockey', 'Gymnastics')",1.4081163042214007,0.4152623352314883,Field Hockey,Gymnastics
"('Field Hockey', 'Baseball/Softball')",0.817637800459903,0.5501646146151767,Field Hockey,Baseball/Softball
"('Field Hockey', 'Soccer')",0.6548698986516799,0.6042771101309892,Field Hockey,Soccer
"('Field Hockey', 'Skiing: Alpine')",0.9345851345139486,0.5169066908245644,Field Hockey,Skiing: Alpine
"('Field Hockey', 'Water Polo')",0.6223204688990407,0.6164010250568018,Field Hockey,Water Polo
"('Field Hockey', 'Rugby')",0.9615900525121832,0.5097905134252251,Field Hockey,Rugby
"('Field Hockey', 'Lacrosse')",0.37556366416280795,0.7269747130232735,Field Hockey,Lacrosse
"('Field Hockey', 'Rodeo: Steer Wrestling')",1.33127543509205,0.4289497435383542,Field Hockey,Rodeo: Steer Wrestling
"('Field Hockey', 'Track and Field: Pole Vault')",1.2486064169383988,0.44471989071415835,Field Hockey,Track and Field: Pole Vault
"('Field Hockey', 'Speed Skating')",1.3627640659784603,0.4232331168393164,Field Hockey,Speed Skating
"('Field Hockey', 'Figure Skating')",1.1602095311610332,0.4629180575194188,Field Hockey,Figure Skating
"('Field Hockey', 'Cycling: Distance')",1.234687271230673,0.44748990736824057,Field Hockey,Cycling: Distance
"('Field Hockey', 'Volleyball')",0.521966071233699,0.6570448703822973,Field Hockey,Volleyball
"('Field Hockey', 'Racquetball/Squash')",0.6861407259129344,0.5930703082084479,Field Hockey,Racquetball/Squash
"('Field Hockey', 'Surfing')",1.0847793867920514,0.4796670603783872,Field Hockey,Surfing
"('Field Hockey', 'Fencing')",0.5441195835263699,0.6476182354453782,Field Hockey,Fencing
"('Field Hockey', 'Skiing: Freestyle')",1.1455825679317408,0.4660738835904887,Field Hockey,Skiing: Freestyle
"('Field Hockey', 'Team Handball')",0.5049128206426415,0.6644903188298781,Field Hockey,Team Handball
"('Field Hockey', 'Cycling: Sprints')",1.1491497559450967,0.46530028781556276,Field Hockey,Cycling: Sprints
"('Field Hockey', 'Bobsledding/Luge')",1.255640236809273,0.443333109456566,Field Hockey,Bobsledding/Luge
"('Field Hockey', 'Ski Jumping')",1.4056657052012478,0.4156853538868337,Field Hockey,Ski Jumping
"('Field Hockey', 'Badminton')",0.7991010412877878,0.5558331505851416,Field Hockey,Badminton
"('Field Hockey', 'Skiing: Nordic')",1.1028847720588655,0.47553723023108535,Field Hockey,Skiing: Nordic
"('Field Hockey', 'Auto Racing')",1.5300427437931388,0.3952502393302498,Field Hockey,Auto Racing
"('Field Hockey', 'Track and Field: High Jump')",1.4167231515697374,0.4137834320619094,Field Hockey,Track and Field: High Jump
"('Field Hockey', 'Track and Field: Long, Triple jumps')",1.2638263714450273,0.4417299898144079,Field Hockey,"Track and Field: Long, Triple jumps"
"('Field Hockey', 'Diving')",1.765367788404927,0.3616155522578077,Field Hockey,Diving
"('Field Hockey', 'Swimming (all strokes): Distance')",1.355820101042751,0.4244806297209929,Field Hockey,Swimming (all strokes): Distance
"('Field Hockey', 'Skateboarding')",1.2221532034977782,0.450013976725795,Field Hockey,Skateboarding
"('Field Hockey', 'Track and Field: Sprints')",1.6491646367064585,0.3774774833334774,Field Hockey,Track and Field: Sprints
"('Field Hockey', 'Rowing')",1.4760867188766786,0.40386307651359965,Field Hockey,Rowing
"('Field Hockey', 'Rodeo: Calf Roping')",1.0486665605684935,0.4881223812832214,Field Hockey,Rodeo: Calf Roping
"('Field Hockey', 'Track and Field: Distance')",1.3729205298792848,0.4214216141704804,Field Hockey,Track and Field: Distance
"('Field Hockey', 'Rodeo: Bull/Bareback/Bronc Riding')",1.7781363346731334,0.35995353702382527,Field Hockey,Rodeo: Bull/Bareback/Bronc Riding
"('Field Hockey', 'Track and Field: Middle Distance')",1.261061323000269,0.44227018074550517,Field Hockey,Track and Field: Middle Distance
"('Field Hockey', 'Weight-Lifting')",2.0061816764714044,0.3326478927826411,Field Hockey,Weight-Lifting
"('Field Hockey', 'Swimming (all strokes): Sprints')",1.441682738958278,0.40955361810299773,Field Hockey,Swimming (all strokes): Sprints
"('Field Hockey', 'Water Skiing')",1.2485903846869895,0.44472306152781266,Field Hockey,Water Skiing
"('Field Hockey', 'Table Tennis')",1.0817512154328925,0.480364796997154,Field Hockey,Table Tennis
"('Field Hockey', 'Track and Field: Weights')",1.7078250782642515,0.369300073341891,Field Hockey,Track and Field: Weights
"('Field Hockey', 'Canoe/Kayak')",1.200764669078988,0.45438751996073085,Field Hockey,Canoe/Kayak
"('Field Hockey', 'Horse Racing')",1.3972037747626171,0.41715268869832517,Field Hockey,Horse Racing
"('Field Hockey', 'Golf')",1.305341078372392,0.4337752922470007,Field Hockey,Golf
"('Field Hockey', 'Cheerleading')",1.7489366614327775,0.3637770247782968,Field Hockey,Cheerleading
"('Field Hockey', 'Roller Skating')",1.4445027860988058,0.4090811455346734,Field Hockey,Roller Skating
"('Field Hockey', 'Equestrian')",1.6341224186583123,0.37963307738345325,Field Hockey,Equestrian
"('Field Hockey', 'Archery')",1.705775213208414,0.3695798509493458,Field Hockey,Archery
"('Field Hockey', 'Curling')",1.6098581418738633,0.38316258801790876,Field Hockey,Curling
"('Field Hockey', 'Bowling')",1.7732427861157265,0.36058869602276156,Field Hockey,Bowling
"('Field Hockey', 'Shooting')",1.8879946015448168,0.34626103506740985,Field Hockey,Shooting
"('Field Hockey', 'Billiards')",2.0100741524157,0.3322177293198779,Field Hockey,Billiards
"('Field Hockey', 'Fishing')",2.3549711228628056,0.29806515864932315,Field Hockey,Fishing
"('Speed Skating', 'Boxing')",1.5357840739267816,0.3943553436911735,Speed Skating,Boxing
"('Speed Skating', 'Ice Hockey')",1.7295581240380113,0.36635966502909106,Speed Skating,Ice Hockey
"('Speed Skating', 'Football')",1.5457567194937907,0.39281051183824206,Speed Skating,Football
"('Speed Skating', 'Basketball')",1.7371975436166065,0.3653371684232623,Speed Skating,Basketball
"('Speed Skating', 'Wrestling')",1.306004054321737,0.433650581891162,Speed Skating,Wrestling
"('Speed Skating', 'Martial Arts')",1.4445360641011837,0.4090755766238547,Speed Skating,Martial Arts
"('Speed Skating', 'Tennis')",1.6636103112051939,0.3754302931600883,Speed Skating,Tennis
"('Speed Skating', 'Gymnastics')",1.4534421764323353,0.4075906127342062,Speed Skating,Gymnastics
"('Speed Skating', 'Baseball/Softball')",1.6798734046521697,0.37315195496325826,Speed Skating,Baseball/Softball
"('Speed Skating', 'Soccer')",1.6935394522355387,0.3712587165448929,Speed Skating,Soccer
"('Speed Skating', 'Skiing: Alpine')",1.2496206884516412,0.44451938281572057,Speed Skating,Skiing: Alpine
"('Speed Skating', 'Water Polo')",1.177694404481895,0.45920125337233186,Speed Skating,Water Polo
"('Speed Skating', 'Rugby')",1.1295087291225288,0.46959187643811784,Speed Skating,Rugby
"('Speed Skating', 'Lacrosse')",1.4676389080392835,0.40524567704866177,Speed Skating,Lacrosse
"('Speed Skating', 'Rodeo: Steer Wrestling')",1.2829446558208346,0.4380307676098478,Speed Skating,Rodeo: Steer Wrestling
"('Speed Skating', 'Track and Field: Pole Vault')",1.12214136236784,0.4712221427531206,Speed Skating,Track and Field: Pole Vault
"('Speed Skating', 'Field Hockey')",1.3627640659784603,0.4232331168393164,Speed Skating,Field Hockey
"('Speed Skating', 'Figure Skating')",1.1340210956945487,0.4685989290441082,Speed Skating,Figure Skating
"('Speed Skating', 'Cycling: Distance')",0.9576622862679792,0.5108133343603232,Speed Skating,Cycling: Distance
"('Speed Skating', 'Volleyball')",1.4971557158353967,0.40045560381302087,Speed Skating,Volleyball
"('Speed Skating', 'Racquetball/Squash')",1.8148040975084787,0.3552645105516043,Speed Skating,Racquetball/Squash
"('Speed Skating', 'Surfing')",1.4423186632043319,0.4094469796533414,Speed Skating,Surfing
"('Speed Skating', 'Fencing')",1.7213689710283424,0.367462115812294,Speed Skating,Fencing
"('Speed Skating', 'Skiing: Freestyle')",1.2610000612793815,0.4422821640412306,Speed Skating,Skiing: Freestyle
